temp; best; diff
9.34266e-08; 3644.29; -684.347
8.88699e-08; 3644.29; -913.008
8.45355e-08; 3644.29; -640.941
8.04124e-08; 3644.29; -1169.31
7.64905e-08; 3644.29; -649.703
7.27598e-08; 3644.29; -2103.16
6.92111e-08; 3644.29; -7264.86
6.58355e-08; 3644.29; -3044.15
6.26245e-08; 3644.29; -2095.16
5.95701e-08; 3644.29; -1233.77
5.66647e-08; 3644.29; -7730.59
5.3901e-08; 3644.29; -3827.03
5.12721e-08; 3644.29; -527.309
4.87714e-08; 3644.29; -3594.93
4.63927e-08; 3644.29; -7089.61
4.413e-08; 3644.29; -1873.75
4.19776e-08; 3644.29; -2528.18
3.99302e-08; 3644.29; -2924.97
3.79827e-08; 3644.29; -1672.06
3.61302e-08; 3644.29; -2062.5
3.4368e-08; 3644.29; -2558.33
3.26918e-08; 3644.29; -3005.55
3.10973e-08; 3644.29; -4018.07
2.95806e-08; 3644.29; 0
2.81379e-08; 3644.29; 0
2.67655e-08; 3644.29; -172.602
2.54601e-08; 3644.29; -2826.21
2.42183e-08; 3644.29; -384.57
2.30371e-08; 3644.29; -5278.28
2.19135e-08; 3644.29; -4070.81
2.08447e-08; 3644.29; -1879.3
1.98281e-08; 3644.29; -786.716
1.8861e-08; 3644.29; -2652.39
1.79411e-08; 3644.29; -3500.84
1.70661e-08; 3644.29; -2562.3
1.62337e-08; 3644.29; -1139.24
1.54419e-08; 3644.29; -3143.66
1.46888e-08; 3644.29; -2266.28
1.39724e-08; 3644.29; -2184.81
1.32909e-08; 3644.29; -544.488
1.26427e-08; 3644.29; -2271.25
1.2026e-08; 3644.29; -2266.11
1.14395e-08; 3644.29; -766.424
1.08816e-08; 3644.29; -2978.31
1.03508e-08; 3644.29; -5204.47
9.84599e-09; 3644.29; -2336.6
9.36577e-09; 3644.29; -1807.57
8.90897e-09; 3644.29; -2417.16
8.47445e-09; 3644.29; -2036.74
8.06113e-09; 3644.29; -2525.33
7.66797e-09; 3644.29; -2594.66
7.29398e-09; 3644.29; -2910.07
6.93823e-09; 3644.29; -2197.59
6.59983e-09; 3644.29; -2014.48
6.27794e-09; 3644.29; -8224.96
5.97174e-09; 3644.29; 0
5.68048e-09; 3644.29; -1732.94
5.40343e-09; 3644.29; -7838.37
5.13989e-09; 3644.29; -207.31
4.8892e-09; 3644.29; -141.1
4.65074e-09; 3644.29; 0
4.42391e-09; 3644.29; -3305.72
4.20814e-09; 3644.29; -1339.9
4.0029e-09; 3644.29; -2106.64
3.80767e-09; 3644.29; -2197.59
3.62195e-09; 3644.29; -1975.55
3.4453e-09; 3644.29; -3125.07
3.27726e-09; 3644.29; -1354.71
3.11742e-09; 3644.29; -707.743
2.96538e-09; 3644.29; -2010.06
2.82075e-09; 3644.29; -2125.16
2.68317e-09; 3644.29; -1509.49
2.5523e-09; 3644.29; -6849.13
2.42782e-09; 3644.29; 0
2.30941e-09; 3644.29; -2184.81
2.19677e-09; 3644.29; -1730.33
2.08963e-09; 3644.29; -2491.5
1.98771e-09; 3644.29; -2923.73
1.89076e-09; 3644.29; -2147.63
1.79855e-09; 3644.29; 0
1.71083e-09; 3644.29; -4070.81
1.62738e-09; 3644.29; -3324.6
1.54801e-09; 3644.29; -1226.22
1.47251e-09; 3644.29; -414.157
1.40069e-09; 3644.29; -436.894
1.33238e-09; 3644.29; -2012.97
1.26739e-09; 3644.29; -8224.96
1.20558e-09; 3644.29; -5204.93
1.14678e-09; 3644.29; -7089.61
1.09085e-09; 3644.29; -1583.16
1.03764e-09; 3644.29; -2174.75
9.87034e-10; 3644.29; -2941.17
9.38893e-10; 3644.29; -1642.92
8.931e-10; 3644.29; -1238.07
8.49541e-10; 3644.29; -953.069
8.08107e-10; 3644.29; -3318.88
7.68693e-10; 3644.29; -1226.22
7.31201e-10; 3644.29; -1336.45
6.95539e-10; 3644.29; -1290.71
6.61615e-10; 3644.29; -672.716
6.29346e-10; 3644.29; -1040.71
5.98651e-10; 3644.29; -577.594
5.69453e-10; 3644.29; -648.212
5.41679e-10; 3644.29; -1819.64
5.1526e-10; 3644.29; -2281.68
4.90129e-10; 3644.29; -2174.79
4.66224e-10; 3644.29; -3318.88
4.43485e-10; 3644.29; -7875.77
4.21855e-10; 3644.29; -61.4781
4.0128e-10; 3644.29; -2125.09
3.81708e-10; 3644.29; -5483.86
3.63091e-10; 3644.29; -3592.59
3.45382e-10; 3644.29; -1347.54
3.28537e-10; 3644.29; -2814.87
3.12513e-10; 3644.29; -2471.92
2.97271e-10; 3644.29; -443.945
2.82772e-10; 3644.29; -1790.27
2.68981e-10; 3644.29; -2574.1
2.55862e-10; 3644.29; -825.725
2.43382e-10; 3644.29; -2429.39
2.31512e-10; 3644.29; 0
2.2022e-10; 3644.29; -748.778
2.0948e-10; 3644.29; -2333.08
1.99263e-10; 3644.29; -3643.73
1.89544e-10; 3644.29; -951.83
1.80299e-10; 3644.29; -2913.5
1.71506e-10; 3644.29; -414.157
1.63141e-10; 3644.29; -7732.07
1.55184e-10; 3644.29; -1906.77
1.47615e-10; 3644.29; -3594.93
1.40416e-10; 3644.29; -651.687
1.33567e-10; 3644.29; -1541.02
1.27053e-10; 3644.29; -2413.41
1.20856e-10; 3644.29; -141.432
1.14961e-10; 3644.29; 0
1.09354e-10; 3644.29; -1572.15
1.04021e-10; 3644.29; -1038.42
9.89475e-11; 3644.29; -2472.39
9.41215e-11; 3644.29; -3827.03
8.95309e-11; 3644.29; -1615.68
8.51642e-11; 3644.29; -296.391
8.10105e-11; 3644.29; -1331.29
7.70594e-11; 3644.29; -3137.5
7.3301e-11; 3644.29; -390.658
6.97259e-11; 3644.29; -1524.09
6.63251e-11; 3644.29; 0
6.30903e-11; 3644.29; -6105.34
6.00132e-11; 3644.29; -1238.07
5.70862e-11; 3644.29; -296.391
5.43019e-11; 3644.29; -826.6
5.16534e-11; 3644.29; -878.462
4.91341e-11; 3644.29; -905.114
4.67377e-11; 3644.29; -4985.4
4.44582e-11; 3644.29; -6105.34
4.22898e-11; 3644.29; -158.531
4.02272e-11; 3644.29; -2703.45
3.82652e-11; 3644.29; -2052.5
3.63989e-11; 3644.29; -683.541
3.46236e-11; 3644.29; -190.084
3.29349e-11; 3644.29; -2301.33
